0.26983,0.4,0.95583,0.6495,0.8625
0.2695,0.4,0.95533,0.6465,0.85583
0.25883,0.4,0.949,0.629,0.83183
0.24933,0.4,0.93333,0.56517,0.79967
0.226,0.4,0.91533,0.5375,0.76183
0.21383,0.4,0.899,0.5045,0.73133
0.19133,0.4,0.84417,0.4175,0.654
0.19033,0.4,0.82083,0.38067,0.62317
0.18967,0.4,0.7905,0.36117,0.6085
0.13917,0.4,0.66517,0.27483,0.55817
0.103,0.4,0.6645,0.2605,0.46217
0.099,0.4,0.6505,0.2455,0.44883
0.097333,0.4,0.61283,0.19967,0.43817
0.089333,0.4,0.4915,0.17867,0.3415
0.085833,0.4,0.473,0.1705,0.32333
0.077667,0.4,0.4385,0.16717,0.27617
0.074333,0.4,0.37317,0.15983,0.24233
0.072167,0.4,0.33683,0.14917,0.23717
0.068333,0.4,0.32817,0.14633,0.2325
