0.010333,0.1,0.4505,0.049667,0.031333
0.030167,0.15,0.79217,0.11833,0.18133
0.071,0.2,0.825,0.195,0.3455
0.11317,0.25,0.88633,0.3305,0.59767
0.14567,0.3,0.90717,0.44483,0.74667
0.20333,0.35,0.91217,0.51283,0.79
0.2505,0.4,0.93483,0.59383,0.813
0.31133,0.45,0.92817,0.6885,0.88317
0.353,0.5,0.949,0.73683,0.9055
0.422,0.55,0.95533,0.80033,0.91117
0.492,0.6,0.95817,0.80567,0.93033
0.56417,0.65,0.9625,0.83083,0.94617
0.62133,0.7,0.955,0.87417,0.95
0.68633,0.75,0.9775,0.89,0.95683
0.73417,0.8,0.97883,0.90917,0.96533
0.78233,0.85,0.98117,0.912,0.96733
0.84367,0.9,0.98767,0.935,0.97633
