0.61589,0.4,0.799,0.77433,0.80422
0.57929,0.4,0.85106,0.79071,0.82635
0.47513,0.4,0.84262,0.76938,0.817
0.4396,0.4,0.89827,0.71547,0.8248
0.29371,0.4,0.91514,0.635,0.83371
0.304,0.4,0.91738,0.64692,0.85738
0.2505,0.4,0.93483,0.59383,0.813
0.22982,0.4,0.93073,0.54782,0.81491
0.2112,0.4,0.9322,0.4676,0.781
0.20667,0.4,0.90689,0.47711,0.73867
0.17775,0.4,0.87875,0.2755,0.6535
0.17743,0.4,0.85257,0.28629,0.62743
0.186,0.4,0.797,0.238,0.557
0.192,0.4,0.7324,0.156,0.4712
0.224,0.4,0.6335,0.108,0.3895
0.26133,0.4,0.476,0.118,0.34467
0.31,0.4,0.444,0.122,0.227
