0.2505,0.4,0.93483,0.68417,0.87683
0.2505,0.4,0.93483,0.65583,0.88017
0.2505,0.4,0.93483,0.65417,0.86083
0.2505,0.4,0.93483,0.63933,0.84883
0.2505,0.4,0.93483,0.64167,0.856
0.2505,0.4,0.93483,0.63767,0.84983
0.2505,0.4,0.93483,0.6095,0.8315
0.2505,0.4,0.93483,0.58983,0.80917
0.2505,0.4,0.93483,0.59383,0.813
0.2505,0.4,0.93483,0.58183,0.79067
0.2505,0.4,0.93483,0.56883,0.77367
0.2505,0.4,0.93483,0.54283,0.76133
0.2505,0.4,0.93483,0.52333,0.73317
0.2505,0.4,0.93483,0.5135,0.68633
0.2505,0.4,0.93483,0.34033,0.40583
0.2505,0.4,0.93483,0.31583,0.37183
0.2505,0.4,0.93483,0.31583,0.37183
